,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Unnamed: 4_level_0
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
294,Ryan Gravenberch,nl NED,MF,21-160,,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.8,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.51,0.02,0.52,0.51,0.52,Matches,liverpool,5.0
295,Jarrell Quansah,eng ENG,DF,20-267,,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,liverpool,3.0
296,Wataru Endo,jp JPN,MF,30-256,,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,liverpool,5.0
297,Kostas Tsimikas,gr GRE,"DF,MF",27-164,,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,liverpool,2.0
298,Ben Doak,sct SCO,FW,17-346,,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,liverpool,1.0
299,Adrián,es ESP,GK,36-293,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,0.0
300,Stefan Bajcetic,es ESP,DF,19-001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,0.0
301,Luke Chambers,eng ENG,DF,19-121,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,0.0
302,Caoimhín Kelleher,ie IRL,GK,24-334,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,0.0
303,James McConnell,eng ENG,MF,19-040,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,0.0
304,Calum Scanlon,eng ENG,MF,18-251,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,liverpool,0.0
305,Thomas Kaminski,be BEL,GK,31-000,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,luton,9.0
306,Marvelous Nakamba,zw ZIM,MF,29-277,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.6,0.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,luton,9.0
307,Carlton Morris,eng ENG,FW,27-311,,9,770.0,8.6,3.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,3.5,1.9,0.4,2.3,8.0,26.0,51.0,0.35,0.12,0.47,0.12,0.23,0.4,0.05,0.45,0.22,0.27,Matches,luton,9.0
308,Tom Lockyer,wls WAL,DF,28-324,,8,675.0,7.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.5,1.3,5.0,29.0,2.0,0.13,0.13,0.27,0.13,0.27,0.1,0.07,0.17,0.1,0.17,Matches,luton,8.0
309,Reece Burke,eng ENG,DF,27-051,,7,595.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,0.0,24.0,9.0,0.0,0.15,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12,Matches,luton,8.0
310,Amari'i Bell,jm JAM,DF,29-171,,7,560.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,6.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,luton,7.0
311,Alfie Doughty,eng ENG,"DF,MF",23-306,,6,565.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.6,1.8,12.0,26.0,34.0,0.0,0.16,0.16,0.0,0.16,0.04,0.25,0.29,0.04,0.29,Matches,luton,9.0
312,Issa Kaboré,bf BFA,"DF,MF",22-164,,6,513.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,20.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.18,0.2,0.02,0.2,Matches,luton,8.0
313,Jacob Brown,sct SCO,"FW,MF",25-196,,6,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9,1.9,0.6,2.5,13.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.33,0.1,0.44,0.33,0.44,Matches,luton,9.0
314,Chiedozie Ogbene,ie IRL,"MF,FW",26-175,,5,509.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.6,35.0,10.0,36.0,0.18,0.0,0.18,0.18,0.18,0.14,0.15,0.29,0.14,0.29,Matches,luton,9.0
315,Pelly Ruddock Mpanzu,cd COD,MF,30-098,,5,489.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.8,6.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,Matches,luton,9.0
316,Tahith Chong,nl NED,MF,23-323,,5,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,9.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07,Matches,luton,7.0
317,Mads Juel Andersen,dk DEN,DF,25-300,,4,372.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,7.0,1.0,0.24,0.0,0.24,0.24,0.24,0.06,0.0,0.06,0.06,0.06,Matches,luton,6.0
318,Elijah Adebayo,eng ENG,FW,25-289,,4,352.0,3.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.2,1.2,0.3,1.5,3.0,7.0,24.0,0.51,0.0,0.51,0.51,0.51,0.32,0.07,0.39,0.32,0.39,Matches,luton,9.0
319,Ryan John Giles,eng ENG,"DF,MF",23-270,,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,luton,4.0
320,Teden Mengi,eng ENG,DF,21-176,,2,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,luton,4.0
321,Ross Barkley,eng ENG,MF,29-322,,2,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.6,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.18,0.3,0.12,0.3,Matches,luton,4.0
322,Albert Sambi Lokonga,be BEL,MF,24-001,,2,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,luton,2.0
323,Cauley Woodrow,eng ENG,"FW,MF",28-325,,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.68,0.39,1.07,0.68,1.07,Matches,luton,7.0
324,Luke Berry,eng ENG,MF,31-103,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,luton,2.0
325,Andros Townsend,eng ENG,MF,32-099,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,luton,1.0
326,Allan Campbell,sct SCO,MF,25-111,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
327,Aidan Francis,eng ENG,MF,20-349,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
328,Joseph Johnson,eng ENG,DF,17-287,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
329,Tim Krul,nl NED,GK,35-203,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
330,Jayden Luker,eng ENG,MF,18-176,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
331,John Mcatee,eng ENG,"FW,MF",24-092,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
332,Gabriel Osho,eng ENG,DF,25-070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
333,James Shea,eng ENG,GK,32-129,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,luton,0.0
334,Kyle Walker,eng ENG,DF,33-148,9.0,9,809.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.9,1.0,21.0,45.0,63.0,0.0,0.11,0.11,0.0,0.11,0.01,0.1,0.11,0.01,0.11,Matches,man_city,
335,Erling Haaland,no NOR,FW,23-094,9.0,9,798.0,8.9,9.0,1.0,10.0,8.0,1.0,2.0,0.0,0.0,8.2,6.6,1.6,8.2,7.0,6.0,35.0,1.02,0.11,1.13,0.9,1.02,0.92,0.17,1.1,0.75,0.92,Matches,man_city,
336,Julián Álvarez,ar ARG,"MF,FW",23-265,9.0,9,751.0,8.3,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,2.9,2.9,1.1,4.1,16.0,27.0,47.0,0.48,0.36,0.84,0.48,0.84,0.35,0.14,0.49,0.35,0.49,Matches,man_city,
337,Ederson,br BRA,GK,30-067,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,man_city,
338,Phil Foden,eng ENG,"FW,MF",23-148,9.0,8,696.0,7.7,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.7,2.6,17.0,36.0,51.0,0.13,0.39,0.52,0.13,0.52,0.12,0.22,0.34,0.12,0.34,Matches,man_city,
339,Rúben Dias,pt POR,DF,26-162,8.0,7,646.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,14.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches,man_city,
340,Manuel Akanji,ch SUI,DF,28-096,7.0,7,629.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.1,0.2,11.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches,man_city,
341,Rodri,es ESP,MF,27-123,7.0,7,570.0,6.3,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.9,1.9,15.0,64.0,12.0,0.32,0.16,0.47,0.32,0.47,0.16,0.14,0.3,0.16,0.3,Matches,man_city,
342,Joško Gvardiol,hr CRO,DF,21-273,7.0,6,551.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,13.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,man_city,
343,Bernardo Silva,pt POR,"MF,FW",29-074,6.0,5,464.0,5.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.1,1.5,24.0,33.0,35.0,0.19,0.19,0.39,0.19,0.39,0.07,0.22,0.29,0.07,0.29,Matches,man_city,
344,Nathan Aké,nl NED,DF,28-247,8.0,5,463.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,1.4,6.0,28.0,3.0,0.19,0.0,0.19,0.19,0.19,0.16,0.11,0.26,0.16,0.26,Matches,man_city,
345,Mateo Kovačić,hr CRO,MF,29-170,6.0,5,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.7,0.9,12.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,Matches,man_city,
346,Jeremy Doku,be BEL,FW,21-149,6.0,5,401.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.3,1.7,49.0,10.0,68.0,0.22,0.22,0.45,0.22,0.45,0.08,0.29,0.38,0.08,0.38,Matches,man_city,
347,Jack Grealish,eng ENG,FW,28-043,5.0,2,211.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,18.0,4.0,35.0,0.0,0.43,0.43,0.0,0.43,0.16,0.21,0.37,0.16,0.37,Matches,man_city,
348,Matheus Nunes,pt POR,MF,25-057,4.0,2,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,6.0,14.0,0.0,0.49,0.49,0.0,0.49,0.0,0.07,0.07,0.0,0.07,Matches,man_city,
349,Rico Lewis,eng ENG,"DF,MF",18-336,4.0,2,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,man_city,
350,John Stones,eng ENG,MF,29-148,2.0,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,man_city,
351,Stefan Ortega,de GER,GK,30-351,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,man_city,
352,Kevin De Bruyne,be BEL,MF,32-117,1.0,1,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.83,0.91,0.08,0.91,Matches,man_city,
353,Kalvin Phillips,eng ENG,MF,27-325,3.0,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,man_city,
354,Oscar Bobb,no NOR,"MF,FW",20-103,3.0,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,man_city,
355,Sergio Gómez,es ESP,FW,23-049,2.0,0,16.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,1.0,2.0,0.0,5.63,5.63,0.0,5.63,0.0,1.06,1.06,0.0,1.06,Matches,man_city,
356,Aymeric Laporte,es ESP,DF,29-149,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,man_city,
357,Cole Palmer,eng ENG,MF,21-170,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,man_city,
358,James Mcatee,eng ENG,MF,21-005,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,man_city,
359,Scott Carson,eng ENG,GK,38-050,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,man_city,
360,Máximo Perrone,ar ARG,MF,20-289,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,man_city,
361,Bruno Fernandes,pt POR,"MF,FW",29-045,9.0,9,810.0,9.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,2.8,2.0,3.7,5.7,11.0,89.0,56.0,0.22,0.22,0.44,0.11,0.33,0.31,0.41,0.72,0.23,0.63,Matches,man_united,
362,André Onana,cm CMR,GK,27-204,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,man_united,
363,Marcus Rashford,eng ENG,FW,25-357,9.0,9,756.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.1,3.1,1.1,4.2,39.0,22.0,80.0,0.12,0.12,0.24,0.12,0.24,0.36,0.13,0.49,0.36,0.49,Matches,man_united,
364,Casemiro,br BRA,MF,31-242,8.0,8,648.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.3,2.1,8.0,55.0,24.0,0.14,0.0,0.14,0.14,0.14,0.25,0.04,0.29,0.25,0.29,Matches,man_united,
365,Diogo Dalot,pt POR,DF,24-219,8.0,7,655.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.6,0.9,19.0,37.0,32.0,0.14,0.0,0.14,0.14,0.14,0.04,0.08,0.12,0.04,0.12,Matches,man_united,
366,Victor Lindelöf,se SWE,DF,29-098,8.0,6,600.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,7.0,16.0,8.0,0.0,0.15,0.15,0.0,0.15,0.02,0.04,0.06,0.02,0.06,Matches,man_united,
367,Rasmus Højlund,dk DEN,FW,20-261,6.0,5,419.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.5,5.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.29,0.03,0.32,0.29,0.32,Matches,man_united,
368,Antony,br BRA,"FW,MF",23-241,6.0,5,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.8,1.6,19.0,21.0,61.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,0.36,0.17,0.36,Matches,man_united,
369,Lisandro Martínez,ar ARG,DF,25-278,5.0,5,375.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,6.0,26.0,1.0,0.0,0.24,0.24,0.0,0.24,0.0,0.02,0.02,0.0,0.02,Matches,man_united,
370,Aaron Wan-Bissaka,eng ENG,DF,25-331,5.0,4,341.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1,1.1,11.0,16.0,10.0,0.0,0.26,0.26,0.0,0.26,0.0,0.3,0.3,0.0,0.3,Matches,man_united,
371,Raphaël Varane,fr FRA,DF,30-181,6.0,4,330.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,6.0,26.0,1.0,0.27,0.0,0.27,0.27,0.27,0.31,0.02,0.32,0.31,0.32,Matches,man_united,
372,Mason Mount,eng ENG,MF,24-286,5.0,4,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,5.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,man_united,
373,Christian Eriksen,dk DEN,MF,31-251,8.0,3,405.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,10.0,23.0,14.0,0.22,0.22,0.44,0.22,0.44,0.08,0.09,0.17,0.08,0.17,Matches,man_united,
374,Sofyan Amrabat,ma MAR,"MF,DF",27-063,4.0,3,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,4.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,man_united,
375,Jonny Evans,nir NIR,DF,35-293,4.0,3,268.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,9.0,0.0,0.0,0.34,0.34,0.0,0.34,0.0,0.05,0.05,0.0,0.05,Matches,man_united,
376,Scott McTominay,sct SCO,MF,26-319,6.0,3,249.0,2.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,3.0,5.0,7.0,1.08,0.0,1.08,1.08,1.08,0.19,0.02,0.2,0.19,0.2,Matches,man_united,
377,Alejandro Garnacho,ar ARG,"FW,MF",19-114,7.0,2,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,19.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.25,0.11,0.37,0.25,0.37,Matches,man_united,
378,Anthony Martial,fr FRA,"FW,MF",27-322,7.0,2,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.17,0.09,0.17,Matches,man_united,
379,Harry Maguire,eng ENG,DF,30-232,4.0,2,208.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,13.0,0.0,0.0,0.43,0.43,0.0,0.43,0.0,0.12,0.12,0.0,0.12,Matches,man_united,
380,Luke Shaw,eng ENG,DF,28-103,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,Matches,man_united,
381,Sergio Reguilón,es ESP,DF,26-311,2.0,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,man_united,
382,Hannibal Mejbri,tn TUN,MF,20-275,2.0,1,117.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,6.0,8.0,0.77,0.0,0.77,0.77,0.77,0.02,0.29,0.31,0.02,0.31,Matches,man_united,
383,Facundo Pellistri,uy URU,"FW,MF",21-307,4.0,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,Matches,man_united,
384,Jadon Sancho,eng ENG,"FW,MF",23-212,3.0,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,man_united,
385,Donny van de Beek,nl NED,DF,26-188,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,Matches,man_united,
386,Altay Bayındır,tr TUR,GK,25-192,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,man_united,
387,Álvaro Fernández,es ESP,"DF,MF",20-214,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,man_united,
388,Daniel Gore,eng ENG,MF,19-027,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,man_united,
389,Dean Henderson,eng ENG,GK,26-225,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,man_united,
390,Radek Vítek,,GK,19-364,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,man_united,
391,Dan Burn,eng ENG,DF,31-167,,9,810.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.5,1.4,6.0,27.0,15.0,0.11,0.0,0.11,0.11,0.11,0.1,0.06,0.16,0.1,0.16,Matches,newcastle,9.0
392,Nick Pope,eng ENG,GK,31-187,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,newcastle,9.0
393,Fabian Schär,ch SUI,DF,31-307,,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,Matches,newcastle,9.0
394,Bruno Guimarães,br BRA,MF,25-341,,9,772.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,1.1,2.0,12.0,60.0,12.0,0.12,0.12,0.23,0.12,0.23,0.1,0.13,0.23,0.1,0.23,Matches,newcastle,9.0
395,Kieran Trippier,eng ENG,DF,33-034,,9,767.0,8.5,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,3.7,3.7,15.0,65.0,50.0,0.0,0.7,0.7,0.0,0.7,0.01,0.43,0.44,0.01,0.44,Matches,newcastle,9.0
396,Anthony Gordon,eng ENG,FW,22-241,,7,611.0,6.8,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.5,2.5,1.7,4.1,34.0,20.0,47.0,0.44,0.29,0.74,0.44,0.74,0.36,0.25,0.61,0.36,0.61,Matches,newcastle,8.0
